location,city,property_type,bedrooms,bathrooms,size_sqm,furnished,serviced,annual_rent,listing_date,listing_url
Wuse 2,Abuja,terrace,4,4,454,not stated,not stated,7400000,04/08/2026,#######
Garki,Abuja,bungalow,3,4,391,yes,not stated,4700000,17/08/2026,#######
Asokoro,Abuja,bungalow,6,5,510,yes,no,7800000,11/08/2026,#######
Ikeja,Lagos,bungalow,5,4,523,no,yes,4900000,02/08/2026,#######
Jahi,Abuja,duplex,5,6,,yes,no,6100000,12/08/2026,#######
Gbagada,Lagos,duplex,3,4,,not stated,no,4300000,05/08/2026,#######
Sangotedo,Lagos,mansion,5,5,826,no,not stated,9300000,17/08/2026,#######
Life Camp,Abuja,terrace,3,3,756,no,no,3800000,16/08/2026,#######
Sangotedo,Lagos,bungalow,5,6,749,no,no,4700000,01/08/2026,#######
Maitama,Abuja,flat,4,5,,no,yes,6900000,15/08/2026,#######
Lugbe,Abuja,terrace,4,3,744,not stated,yes,3900000,03/08/2026,#######
Wuse 1,Abuja,self-contain,0,1,86,no,yes,1100000,18/08/2026,#######
Dutse,Abuja,duplex,3,3,463,not stated,not stated,3500000,16/08/2026,#######
Sangotedo,Lagos,mansion,6,6,583,no,no,8700000,01/08/2026,#######
Gbagada,Lagos,self-contain,0,1,56,no,not stated,100000,14/08/2026,#######
Ilupeju,Lagos,mansion,2,3,1108,yes,no,6200000,12/08/2026,#######
Lekki Phase 2,Lagos,self-contain,0,1,,no,not stated,1100000,17/08/2026,#######
Guzape,Abuja,flat,3,3,694,yes,yes,4900000,08/08/2026,#######
Yaba,Lagos,penthouse,2,3,,not stated,no,4900000,15/08/2026,#######
Lokogoma,Abuja,terrace,5,6,,yes,not stated,6100000,15/08/2026,#######
Mabushi,Abuja,terrace,5,6,798,not stated,yes,6400000,12/08/2026,#######
Guzape,Abuja,mansion,2,2,816,yes,yes,11200000,03/08/2026,#######
Amuwo Odofin,Lagos,self-contain,0,1,,not stated,yes,1000000,09/08/2026,#######
Festac,Lagos,self-contain,0,1,74,yes,not stated,100000,17/08/2026,#######
Ikeja,Lagos,terrace,3,4,219,not stated,yes,4100000,05/08/2026,#######
Dutse,Abuja,penthouse,4,5,163,no,no,6700000,11/08/2026,#######
Lekki Phase 1,Lagos,penthouse,5,5,,not stated,no,11400000,16/08/2026,#######
Lekki Phase 1,Lagos,penthouse,3,2,,yes,yes,10600000,07/08/2026,#######
Gwarinpa,Abuja,mansion,4,5,711,no,yes,14500000,14/08/2026,#######
Lugbe,Abuja,bungalow,3,2,320,no,not stated,4400000,05/08/2026,#######
Lekki Phase 1,Lagos,self-contain,0,1,,yes,yes,1100000,18/08/2026,#######
Lekki Phase 2,Lagos,bungalow,4,3,656,yes,no,5600000,17/08/2026,#######
Apo,Abuja,mansion,4,4,,no,no,8300000,18/08/2026,#######
Garki,Abuja,bungalow,1,1,48,not stated,not stated,2600000,06/08/2026,#######
Lekki Phase 1,Lagos,penthouse,4,3,701,no,not stated,11900000,10/08/2026,#######
Asokoro,Abuja,bungalow,3,2,595,yes,not stated,6400000,12/08/2026,#######
Victoria Island,Lagos,terrace,1,1,80,yes,not stated,3500000,11/08/2026,#######
Gbagada,Lagos,penthouse,5,5,,yes,yes,7700000,04/08/2026,#######
Mabushi,Abuja,self-contain,0,1,114,yes,not stated,600000,05/08/2026,#######
Opebi,Lagos,bungalow,1,1,46,no,yes,1500000,11/08/2026,#######
Lekki Phase 2,Lagos,duplex,5,5,,no,yes,4800000,13/08/2026,#######
Maitama,Abuja,penthouse,2,2,79,yes,yes,11000000,09/08/2026,#######
Lekki Phase 1,Lagos,flat,3,4,441,no,yes,6700000,08/08/2026,#######
Ikoyi,Lagos,terrace,4,4,425,not stated,yes,5900000,11/08/2026,#######
Festac,Lagos,mansion,2,1,832,no,not stated,6000000,15/08/2026,#######
Wuse 1,Abuja,bungalow,3,2,451,no,no,3900000,03/08/2026,#######
Apo,Abuja,terrace,2,3,86,yes,no,3800000,13/08/2026,#######
Garki,Abuja,terrace,1,1,,no,not stated,2100000,07/08/2026,#######
Ikeja GRA,Lagos,terrace,3,3,,no,yes,4700000,09/08/2026,#######
Magodo,Lagos,flat,2,3,137,not stated,yes,4400000,08/08/2026,#######
Jahi,Abuja,penthouse,4,3,,no,no,9800000,02/08/2026,#######
Ajah,Lagos,duplex,3,2,672,yes,not stated,3700000,05/08/2026,#######
Life Camp,Abuja,bungalow,3,2,,not stated,yes,3800000,02/08/2026,#######
Mabushi,Abuja,self-contain,0,1,,yes,not stated,1100000,15/08/2026,#######
Ilupeju,Lagos,mansion,2,1,705,no,yes,6000000,02/08/2026,#######
Yaba,Lagos,flat,6,5,345,not stated,not stated,6500000,09/08/2026,#######
Lugbe,Abuja,mansion,2,2,668,no,no,5700000,18/08/2026,#######
Victoria Island,Lagos,flat,2,2,,not stated,no,4200000,09/08/2026,#######
Dutse,Abuja,mansion,3,4,823,no,no,7500000,12/08/2026,#######
Dutse,Abuja,duplex,5,6,674,not stated,not stated,6300000,17/08/2026,#######
Maryland,Lagos,terrace,3,4,,not stated,yes,3400000,10/08/2026,#######
Ajah,Lagos,bungalow,2,1,,yes,not stated,3000000,06/08/2026,#######
Victoria Island,Lagos,duplex,3,2,644,no,yes,5200000,07/08/2026,#######
Opebi,Lagos,mansion,3,3,512,not stated,yes,6800000,13/08/2026,#######
Wuse 1,Abuja,self-contain,0,1,48,no,no,1600000,18/08/2026,#######
VGC,Lagos,bungalow,2,1,83,no,not stated,3700000,03/08/2026,#######
Ilupeju,Lagos,mansion,2,2,907,no,not stated,5400000,09/08/2026,#######
Festac,Lagos,bungalow,2,2,93,yes,yes,3800000,09/08/2026,#######
Guzape,Abuja,penthouse,3,3,,yes,not stated,9300000,17/08/2026,#######
Maryland,Lagos,mansion,3,3,727,no,yes,6900000,12/08/2026,#######
Ojodu Berger,Lagos,flat,2,3,,not stated,no,2200000,04/08/2026,#######
Katampe,Abuja,terrace,3,3,,no,no,3000000,06/08/2026,#######
Apo,Abuja,mansion,2,3,908,no,no,5500000,18/08/2026,#######
Lugbe,Abuja,bungalow,3,4,754,no,no,4000000,15/08/2026,#######
Allen,Lagos,penthouse,2,1,,no,no,3600000,03/08/2026,#######
Gbagada,Lagos,self-contain,0,1,,not stated,no,1400000,01/08/2026,#######
Festac,Lagos,duplex,4,4,753,yes,not stated,4200000,02/08/2026,#######
Ojodu Berger,Lagos,bungalow,4,5,672,yes,not stated,4000000,17/08/2026,#######
Ajah,Lagos,self-contain,0,1,59,yes,not stated,0,05/08/2026,#######
Yaba,Lagos,terrace,3,2,,no,no,4100000,11/08/2026,#######
Ojodu Berger,Lagos,terrace,1,1,134,not stated,yes,3200000,07/08/2026,#######
Opebi,Lagos,self-contain,0,1,,yes,not stated,700000,10/08/2026,#######
Garki,Abuja,duplex,2,2,,yes,yes,2200000,02/08/2026,#######
Lokogoma,Abuja,duplex,6,5,698,yes,no,6100000,01/08/2026,#######
Maitama,Abuja,self-contain,0,1,87,yes,not stated,900000,04/08/2026,#######
Dutse,Abuja,flat,3,4,,not stated,yes,4700000,13/08/2026,#######
Wuse 2,Abuja,self-contain,0,1,,yes,no,1100000,04/08/2026,#######
Asokoro,Abuja,mansion,2,2,,yes,no,16600000,03/08/2026,#######
Ojodu Berger,Lagos,mansion,3,2,1173,no,no,7000000,18/08/2026,#######
Magodo,Lagos,terrace,3,2,282,no,yes,4500000,10/08/2026,#######
Ikeja GRA,Lagos,mansion,1,2,608,no,not stated,9800000,14/08/2026,#######
Ikeja GRA,Lagos,flat,3,4,676,not stated,no,5600000,18/08/2026,#######
Lokogoma,Abuja,duplex,6,6,,not stated,yes,7200000,09/08/2026,#######
Amuwo Odofin,Lagos,mansion,4,3,582,no,not stated,8300000,01/08/2026,#######
Yaba,Lagos,mansion,3,4,936,yes,no,7400000,09/08/2026,#######
VGC,Lagos,flat,3,2,358,no,no,4100000,11/08/2026,#######
Katampe,Abuja,flat,3,4,620,yes,not stated,3700000,08/08/2026,#######
Life Camp,Abuja,flat,2,1,,no,not stated,3600000,06/08/2026,#######
Dutse,Abuja,self-contain,0,1,79,no,not stated,500000,10/08/2026,#######
Katampe,Abuja,duplex,4,5,,no,not stated,3700000,12/08/2026,#######
Ikoyi,Lagos,penthouse,3,3,399,not stated,yes,9400000,17/08/2026,#######
Opebi,Lagos,duplex,3,4,338,not stated,yes,4800000,02/08/2026,#######
Garki,Abuja,duplex,3,4,180,no,no,3500000,05/08/2026,#######
Magodo,Lagos,penthouse,1,1,,no,not stated,6400000,11/08/2026,#######
Gwarinpa,Abuja,bungalow,3,3,,not stated,no,5200000,13/08/2026,#######
Yaba,Lagos,penthouse,2,1,75,not stated,no,4100000,12/08/2026,#######
Life Camp,Abuja,bungalow,3,4,661,not stated,not stated,2900000,17/08/2026,#######
Jahi,Abuja,mansion,3,2,,yes,not stated,13800000,03/08/2026,#######
Katampe,Abuja,flat,5,6,398,not stated,not stated,6300000,10/08/2026,#######
Allen,Lagos,bungalow,1,1,71,no,yes,2400000,03/08/2026,#######
Sangotedo,Lagos,mansion,3,2,,no,not stated,6600000,07/08/2026,#######
Ojodu Berger,Lagos,flat,2,2,104,not stated,no,3300000,01/08/2026,#######
Wuse 1,Abuja,flat,2,3,93,yes,no,2800000,03/08/2026,#######
Wuse 1,Abuja,flat,3,2,630,no,not stated,3400000,04/08/2026,#######
Ajah,Lagos,mansion,3,3,1100,yes,yes,7200000,01/08/2026,#######
Lokogoma,Abuja,duplex,2,3,69,no,not stated,2600000,15/08/2026,#######
Life Camp,Abuja,flat,2,3,42,no,not stated,3700000,14/08/2026,#######
Guzape,Abuja,duplex,1,1,,yes,no,4200000,14/08/2026,#######
Jahi,Abuja,mansion,3,3,1195,not stated,not stated,13400000,17/08/2026,#######
Magodo,Lagos,mansion,3,3,872,not stated,no,11400000,05/08/2026,#######
Sangotedo,Lagos,duplex,6,5,684,not stated,not stated,6500000,01/08/2026,#######
Ikeja,Lagos,self-contain,0,1,69,no,not stated,200000,01/08/2026,#######
Sangotedo,Lagos,bungalow,2,1,96,no,yes,2400000,16/08/2026,#######
Ilupeju,Lagos,self-contain,0,1,88,yes,no,0,01/08/2026,#######
Garki,Abuja,self-contain,0,1,137,no,no,300000,11/08/2026,#######
Wuse 1,Abuja,flat,2,1,87,not stated,yes,2300000,17/08/2026,#######
Ajah,Lagos,mansion,2,1,789,no,no,5600000,10/08/2026,#######
Lugbe,Abuja,bungalow,5,5,605,no,yes,4600000,08/08/2026,#######
Sangotedo,Lagos,terrace,3,3,601,no,yes,4200000,06/08/2026,#######
Maryland,Lagos,mansion,3,2,,no,not stated,6100000,10/08/2026,#######
Sangotedo,Lagos,duplex,4,3,,yes,no,5200000,04/08/2026,#######
Lugbe,Abuja,duplex,2,1,,no,no,2200000,10/08/2026,#######
Victoria Island,Lagos,terrace,2,1,112,not stated,not stated,4300000,05/08/2026,#######
Festac,Lagos,self-contain,0,1,63,yes,no,600000,15/08/2026,#######
Asokoro,Abuja,penthouse,3,3,,no,no,11900000,04/08/2026,#######
Apo,Abuja,self-contain,0,1,141,not stated,yes,900000,16/08/2026,#######
Asokoro,Abuja,self-contain,0,1,,not stated,no,1200000,13/08/2026,#######
Ajah,Lagos,terrace,6,5,422,yes,not stated,6900000,13/08/2026,#######
Gbagada,Lagos,penthouse,1,2,,yes,no,4600000,14/08/2026,#######
Dutse,Abuja,duplex,2,3,96,not stated,no,3900000,13/08/2026,#######
Gbagada,Lagos,bungalow,2,3,58,not stated,not stated,2700000,04/08/2026,#######
Mabushi,Abuja,flat,4,3,763,not stated,not stated,4900000,16/08/2026,#######
Victoria Island,Lagos,terrace,3,3,,yes,not stated,5600000,17/08/2026,#######
Dutse,Abuja,mansion,2,3,839,not stated,yes,5900000,06/08/2026,#######
Yaba,Lagos,terrace,3,4,600,no,yes,4400000,01/08/2026,#######
Lekki Phase 1,Lagos,terrace,2,3,138,yes,no,5000000,03/08/2026,#######
Gbagada,Lagos,flat,2,2,49,yes,not stated,2500000,09/08/2026,#######
Life Camp,Abuja,self-contain,0,1,74,yes,yes,1200000,06/08/2026,#######
Lugbe,Abuja,flat,2,1,,no,no,2100000,12/08/2026,#######
Maryland,Lagos,penthouse,1,2,82,yes,not stated,4400000,05/08/2026,#######
Jahi,Abuja,penthouse,3,4,730,not stated,yes,9600000,12/08/2026,#######
Lekki Phase 2,Lagos,bungalow,5,5,,yes,not stated,6200000,11/08/2026,#######
Ikeja GRA,Lagos,terrace,1,1,97,not stated,not stated,3500000,15/08/2026,#######
Asokoro,Abuja,terrace,2,3,,yes,no,5600000,04/08/2026,#######
Maitama,Abuja,flat,2,2,87,not stated,no,6200000,13/08/2026,#######
Allen,Lagos,flat,4,4,703,not stated,not stated,4400000,06/08/2026,#######
Wuse 2,Abuja,duplex,1,1,102,yes,no,5600000,04/08/2026,#######
Asokoro,Abuja,flat,2,1,108,no,no,6000000,17/08/2026,#######
Guzape,Abuja,bungalow,2,2,91,not stated,not stated,5400000,08/08/2026,#######
Wuse 2,Abuja,bungalow,3,4,758,yes,no,7100000,02/08/2026,#######
Opebi,Lagos,penthouse,4,4,651,no,yes,6000000,14/08/2026,#######
VGC,Lagos,penthouse,5,4,,not stated,yes,9600000,18/08/2026,#######
Lugbe,Abuja,duplex,4,5,625,no,yes,4400000,05/08/2026,#######
Maryland,Lagos,terrace,3,3,,no,no,4100000,13/08/2026,#######
Sangotedo,Lagos,bungalow,2,3,,yes,no,4000000,11/08/2026,#######
Gwarinpa,Abuja,terrace,2,1,110,no,yes,5300000,05/08/2026,#######
Mabushi,Abuja,mansion,2,3,1140,not stated,yes,6700000,03/08/2026,#######
Ojodu Berger,Lagos,flat,6,7,648,yes,no,7100000,03/08/2026,#######
Ilupeju,Lagos,bungalow,2,1,120,yes,no,2800000,17/08/2026,#######
Lekki Phase 2,Lagos,self-contain,0,1,122,yes,not stated,900000,03/08/2026,#######
Ikoyi,Lagos,duplex,3,4,523,no,not stated,5700000,11/08/2026,#######
Ikeja,Lagos,terrace,3,4,365,not stated,yes,4800000,09/08/2026,#######
Festac,Lagos,flat,1,1,54,no,not stated,2100000,15/08/2026,#######
Maitama,Abuja,flat,2,1,135,not stated,no,5500000,14/08/2026,#######
Magodo,Lagos,penthouse,5,5,289,yes,not stated,9400000,07/08/2026,#######
Ikeja,Lagos,self-contain,0,1,,not stated,no,900000,18/08/2026,#######
Katampe,Abuja,flat,3,2,,not stated,yes,4600000,16/08/2026,#######
Lokogoma,Abuja,self-contain,0,1,57,yes,no,500000,18/08/2026,#######
Yaba,Lagos,duplex,3,2,694,not stated,no,4000000,12/08/2026,#######
Life Camp,Abuja,penthouse,2,1,,not stated,yes,5200000,06/08/2026,#######
Wuse 2,Abuja,terrace,3,2,287,yes,no,5900000,09/08/2026,#######
Lekki Phase 2,Lagos,flat,6,7,766,not stated,no,5500000,07/08/2026,#######
Life Camp,Abuja,terrace,4,3,684,no,not stated,4000000,11/08/2026,#######
Magodo,Lagos,terrace,3,3,529,not stated,yes,3900000,11/08/2026,#######
Garki,Abuja,mansion,5,5,811,no,no,8400000,10/08/2026,#######
Gbagada,Lagos,mansion,3,4,939,not stated,not stated,7600000,08/08/2026,#######
Surulere,Lagos,mansion,2,2,589,yes,yes,6200000,01/08/2026,#######
Jahi,Abuja,penthouse,3,4,405,no,not stated,8300000,04/08/2026,#######
VGC,Lagos,penthouse,5,5,791,no,no,8800000,16/08/2026,#######
Victoria Island,Lagos,self-contain,0,1,,yes,yes,1900000,03/08/2026,#######
Dutse,Abuja,flat,3,4,578,no,yes,3000000,18/08/2026,#######
Amuwo Odofin,Lagos,mansion,6,5,1152,no,not stated,8600000,11/08/2026,#######
Ojodu Berger,Lagos,mansion,2,2,,yes,not stated,5900000,14/08/2026,#######
Katampe,Abuja,self-contain,0,1,46,no,yes,1300000,13/08/2026,#######
Yaba,Lagos,bungalow,4,3,,not stated,no,4000000,13/08/2026,#######
Yaba,Lagos,mansion,4,5,,not stated,no,6900000,12/08/2026,#######
Festac,Lagos,self-contain,0,1,,not stated,yes,1500000,01/08/2026,#######
Victoria Island,Lagos,flat,6,6,,no,not stated,8500000,01/08/2026,#######
Asokoro,Abuja,penthouse,2,3,102,not stated,not stated,11500000,01/08/2026,#######
Lokogoma,Abuja,self-contain,0,1,,yes,not stated,500000,11/08/2026,#######
Gwarinpa,Abuja,bungalow,5,5,774,yes,not stated,6100000,05/08/2026,#######
Garki,Abuja,self-contain,0,1,48,not stated,no,1300000,05/08/2026,#######
Jahi,Abuja,penthouse,5,6,349,yes,no,10800000,18/08/2026,#######
Mabushi,Abuja,duplex,2,3,108,no,no,4000000,08/08/2026,#######
Amuwo Odofin,Lagos,mansion,1,1,648,yes,yes,5800000,11/08/2026,#######
Allen,Lagos,mansion,1,1,692,yes,no,5800000,06/08/2026,#######
Maryland,Lagos,terrace,3,3,487,no,not stated,4600000,07/08/2026,#######
Allen,Lagos,self-contain,0,1,95,not stated,not stated,1600000,02/08/2026,#######
Gwarinpa,Abuja,duplex,5,4,,no,no,6300000,11/08/2026,#######
Magodo,Lagos,bungalow,5,4,,yes,yes,6600000,18/08/2026,#######
Sangotedo,Lagos,bungalow,4,4,,not stated,yes,3800000,08/08/2026,#######
Dutse,Abuja,self-contain,0,1,79,not stated,not stated,500000,05/08/2026,#######
Apo,Abuja,self-contain,0,1,87,yes,no,600000,03/08/2026,#######
Ikeja GRA,Lagos,self-contain,0,1,58,not stated,not stated,400000,05/08/2026,#######
Allen,Lagos,bungalow,3,3,,no,no,4400000,16/08/2026,#######
Wuse 2,Abuja,bungalow,4,5,278,yes,yes,7400000,18/08/2026,#######
Surulere,Lagos,bungalow,2,3,145,no,not stated,2700000,13/08/2026,#######
Garki,Abuja,bungalow,4,5,541,yes,yes,4900000,11/08/2026,#######
Yaba,Lagos,terrace,2,3,72,yes,not stated,3500000,07/08/2026,#######
VGC,Lagos,self-contain,0,1,88,no,yes,1800000,14/08/2026,#######
Lekki Phase 1,Lagos,bungalow,2,3,,no,no,6000000,07/08/2026,#######
Ikeja,Lagos,penthouse,3,2,,yes,no,4700000,13/08/2026,#######
Ikoyi,Lagos,mansion,5,4,,yes,yes,16400000,03/08/2026,#######
Wuse 2,Abuja,duplex,2,3,,no,yes,4700000,01/08/2026,#######
Ajah,Lagos,terrace,3,4,385,no,yes,3600000,08/08/2026,#######
Sangotedo,Lagos,flat,5,4,191,yes,not stated,5200000,10/08/2026,#######
Wuse 1,Abuja,bungalow,3,3,687,no,not stated,3700000,04/08/2026,#######
Life Camp,Abuja,flat,3,2,469,not stated,not stated,4600000,03/08/2026,#######
Yaba,Lagos,self-contain,0,1,56,no,not stated,200000,04/08/2026,#######
Ikeja,Lagos,mansion,2,1,,yes,yes,5200000,05/08/2026,#######
Ikeja,Lagos,flat,3,2,211,not stated,yes,4100000,16/08/2026,#######
Wuse 2,Abuja,terrace,3,2,,yes,yes,5900000,08/08/2026,#######
Garki,Abuja,bungalow,4,5,642,yes,not stated,4100000,08/08/2026,#######
Festac,Lagos,terrace,2,3,,no,no,3200000,04/08/2026,#######
Life Camp,Abuja,mansion,5,5,,yes,no,8900000,16/08/2026,#######
Ikoyi,Lagos,mansion,3,3,1139,yes,no,15000000,15/08/2026,#######
VGC,Lagos,flat,2,2,,yes,not stated,4100000,10/08/2026,#######
Lokogoma,Abuja,self-contain,0,1,93,not stated,no,1200000,11/08/2026,#######
Gbagada,Lagos,penthouse,3,2,,no,yes,5900000,16/08/2026,#######
Mabushi,Abuja,penthouse,3,4,,not stated,no,5300000,17/08/2026,#######
Maitama,Abuja,bungalow,4,5,497,yes,not stated,7500000,03/08/2026,#######
Gwarinpa,Abuja,self-contain,0,1,,not stated,not stated,1000000,17/08/2026,#######
Wuse 2,Abuja,terrace,2,3,,no,not stated,5700000,06/08/2026,#######
Garki,Abuja,penthouse,5,6,,not stated,not stated,7100000,09/08/2026,#######
Lekki Phase 2,Lagos,penthouse,3,3,294,not stated,no,5500000,10/08/2026,#######
Katampe,Abuja,terrace,3,3,391,not stated,no,3600000,14/08/2026,#######
Magodo,Lagos,bungalow,1,1,,yes,not stated,2400000,04/08/2026,#######
Lugbe,Abuja,self-contain,0,1,55,no,no,0,03/08/2026,#######
Katampe,Abuja,terrace,2,2,53,yes,no,3400000,13/08/2026,#######
Lokogoma,Abuja,terrace,4,3,,not stated,no,4600000,11/08/2026,#######
Jahi,Abuja,terrace,3,3,480,yes,yes,4600000,14/08/2026,#######
Victoria Island,Lagos,duplex,3,3,439,yes,yes,5200000,10/08/2026,#######
Apo,Abuja,flat,1,1,137,not stated,yes,1600000,18/08/2026,#######
Wuse 1,Abuja,penthouse,5,6,,no,no,7100000,04/08/2026,#######
Ikoyi,Lagos,terrace,3,2,210,no,yes,4900000,14/08/2026,#######
Maitama,Abuja,duplex,5,4,736,yes,yes,7600000,10/08/2026,#######
Asokoro,Abuja,duplex,3,2,350,not stated,yes,7100000,15/08/2026,#######
Mabushi,Abuja,duplex,3,3,346,no,no,4600000,11/08/2026,#######
Wuse 1,Abuja,bungalow,3,3,169,yes,yes,3800000,01/08/2026,#######
Guzape,Abuja,self-contain,0,1,97,yes,no,1300000,17/08/2026,#######
Festac,Lagos,terrace,4,4,473,no,no,3900000,18/08/2026,#######
Ojodu Berger,Lagos,terrace,6,6,793,no,no,6700000,12/08/2026,#######
VGC,Lagos,flat,2,2,41,not stated,not stated,4300000,04/08/2026,#######
Dutse,Abuja,terrace,2,2,83,not stated,not stated,2900000,11/08/2026,#######
Jahi,Abuja,mansion,1,1,594,no,not stated,11400000,05/08/2026,#######
Ikoyi,Lagos,bungalow,5,6,,yes,no,7500000,09/08/2026,#######
Dutse,Abuja,penthouse,2,1,,not stated,yes,4600000,15/08/2026,#######
Katampe,Abuja,terrace,2,1,,no,not stated,2700000,12/08/2026,#######
Yaba,Lagos,duplex,4,4,186,not stated,yes,5000000,10/08/2026,#######
VGC,Lagos,self-contain,0,1,107,no,no,800000,09/08/2026,#######
Surulere,Lagos,flat,4,4,,no,not stated,5100000,01/08/2026,#######
Maitama,Abuja,penthouse,4,4,,not stated,no,11700000,08/08/2026,#######
Victoria Island,Lagos,duplex,2,3,,yes,no,4400000,03/08/2026,#######
Opebi,Lagos,bungalow,3,4,402,no,no,3900000,09/08/2026,#######
Ajah,Lagos,terrace,4,5,184,not stated,no,4100000,07/08/2026,#######
Lekki Phase 1,Lagos,mansion,2,2,800,yes,not stated,13300000,16/08/2026,#######
Maitama,Abuja,bungalow,3,2,677,not stated,no,5500000,01/08/2026,#######
Lugbe,Abuja,terrace,2,2,,not stated,no,2600000,02/08/2026,#######
Garki,Abuja,duplex,2,1,,yes,no,3200000,06/08/2026,#######
Lekki Phase 2,Lagos,mansion,3,4,,yes,yes,7200000,17/08/2026,#######
Lekki Phase 1,Lagos,terrace,3,4,655,no,yes,6500000,11/08/2026,#######
Mabushi,Abuja,mansion,2,2,510,yes,not stated,6300000,11/08/2026,#######
Lekki Phase 2,Lagos,self-contain,0,1,45,not stated,yes,1700000,07/08/2026,#######
VGC,Lagos,self-contain,0,1,117,yes,no,1600000,09/08/2026,#######
Victoria Island,Lagos,mansion,4,3,1190,not stated,not stated,14800000,12/08/2026,#######
Maitama,Abuja,bungalow,5,6,449,yes,yes,8300000,09/08/2026,#######
Dutse,Abuja,duplex,4,4,382,not stated,yes,4200000,07/08/2026,#######
Lugbe,Abuja,terrace,1,1,,no,not stated,1900000,08/08/2026,#######
Wuse 2,Abuja,mansion,1,2,1181,no,yes,14300000,02/08/2026,#######
Lokogoma,Abuja,mansion,3,4,,no,not stated,6200000,01/08/2026,#######
Festac,Lagos,penthouse,2,1,63,no,no,4000000,12/08/2026,#######
Life Camp,Abuja,terrace,4,3,267,yes,yes,5600000,16/08/2026,#######
Lekki Phase 1,Lagos,duplex,2,1,149,no,yes,4200000,01/08/2026,#######
Lekki Phase 2,Lagos,bungalow,3,4,728,no,not stated,3000000,03/08/2026,#######
Jahi,Abuja,self-contain,0,1,121,not stated,not stated,1300000,16/08/2026,#######
Wuse 1,Abuja,mansion,3,3,554,no,no,6600000,05/08/2026,#######
Wuse 1,Abuja,penthouse,1,1,,not stated,no,4100000,12/08/2026,#######
Festac,Lagos,duplex,1,1,143,no,yes,2100000,12/08/2026,#######
Katampe,Abuja,flat,5,6,475,no,yes,6100000,11/08/2026,#######
Dutse,Abuja,mansion,4,5,1076,yes,no,6700000,14/08/2026,#######
Gbagada,Lagos,bungalow,3,3,488,not stated,no,4400000,03/08/2026,#######
Apo,Abuja,penthouse,5,4,,not stated,yes,7300000,17/08/2026,#######
Ilupeju,Lagos,duplex,5,4,,yes,not stated,5500000,18/08/2026,#######
Apo,Abuja,mansion,3,4,1137,yes,not stated,7400000,15/08/2026,#######
Garki,Abuja,terrace,1,1,,yes,not stated,3200000,10/08/2026,#######
Opebi,Lagos,mansion,3,3,,yes,no,7600000,04/08/2026,#######
Sangotedo,Lagos,duplex,4,5,264,yes,no,5500000,10/08/2026,#######
Guzape,Abuja,penthouse,6,7,275,yes,yes,12200000,15/08/2026,#######
Ojodu Berger,Lagos,penthouse,2,1,,not stated,not stated,4300000,08/08/2026,#######
Festac,Lagos,terrace,3,4,,not stated,yes,4100000,09/08/2026,#######
Mabushi,Abuja,terrace,2,3,139,not stated,yes,3800000,06/08/2026,#######
Victoria Island,Lagos,penthouse,3,3,,not stated,yes,10000000,08/08/2026,#######
Guzape,Abuja,self-contain,0,1,,yes,yes,1700000,14/08/2026,#######
Jahi,Abuja,bungalow,3,4,607,not stated,not stated,5100000,18/08/2026,#######
Wuse 2,Abuja,penthouse,4,4,694,not stated,yes,11700000,15/08/2026,#######
Lekki Phase 1,Lagos,self-contain,0,1,60,not stated,not stated,2300000,03/08/2026,#######
Life Camp,Abuja,self-contain,0,1,84,yes,no,0,07/08/2026,#######
Ikeja,Lagos,self-contain,0,1,,yes,yes,1400000,10/08/2026,#######
Ikeja GRA,Lagos,terrace,2,2,84,yes,not stated,4600000,17/08/2026,#######
